location,size,total_sqft,bath,price,bhk,price_per_sqft
JP Nagar,3 BHK,1590.0,2.0,85.0,3,5345
Shivaji Nagar,2 BHK,703.0,2.0,49.5,2,7041
Gottigere,4 Bedroom,3000.0,3.0,132.0,4,4400
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506
other,3 BHK,1254.0,2.0,70.0,3,5582
Ramagondanahalli,3 BHK,2040.0,3.0,114.0,3,5588
Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,6952
other,3 BHK,1820.0,3.0,79.5,3,4368
Horamavu Agara,3 BHK,1623.0,3.0,89.0,3,5483
Gottigere,3 BHK,1613.0,3.0,72.0,3,4463
other,2 BHK,1293.0,2.0,80.0,2,6187
Sarjapur  Road,3 BHK,1181.0,2.0,65.0,3,5503
Marathahalli,1 BHK,1100.0,2.0,75.0,1,6818
Subramanyapura,3 BHK,1260.0,2.0,75.0,3,5952
other,2 Bedroom,1000.0,2.0,66.0,2,6600
Whitefield,3 BHK,1530.0,3.0,73.0,3,4771
other,3 BHK,1864.0,3.0,115.0,3,6169
Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2,4761
Sarjapur  Road,3 BHK,1691.0,3.0,100.0,3,5913
Kengeri,1 BHK,600.0,1.0,35.0,1,5833
other,3 BHK,1950.0,2.0,89.5,3,4589
Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151
other,4 Bedroom,2400.0,4.0,150.0,4,6250
TC Palaya,5 Bedroom,1400.0,5.0,97.0,5,6928
Kalyan nagar,3 BHK,2285.0,4.0,165.0,3,7221
Hennur,3 BHK,1345.0,2.0,69.0,3,5130
other,5 Bedroom,4400.0,5.0,240.0,5,5454
Electronic City,3 BHK,1360.0,2.0,58.0,3,4264
Sarjapur  Road,2 BHK,1026.0,2.0,60.55,2,5901
Uttarahalli,3 BHK,1460.0,3.0,76.0,3,5205
other,3 BHK,1525.0,2.0,91.48,3,5998
Kanakpura Road,3 BHK,1843.0,3.0,85.0,3,4612
Koramangala,3 BHK,1642.0,2.0,115.0,3,7003
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500
other,2 BHK,975.0,2.0,60.0,2,6153
Panathur,2 BHK,1210.0,2.0,77.93,2,6440
other,3 BHK,2000.0,3.0,100.0,3,5000
Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2,5551
Jakkur,2 BHK,1290.0,2.0,80.04,2,6204
other,2 BHK,1220.0,2.0,56.0,2,4590
other,1 Bedroom,1500.0,2.0,85.0,1,5666
Kaggadasapura,2 BHK,1361.0,2.0,79.0,2,5804
1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2,6097
other,4 Bedroom,5000.0,5.0,300.0,4,6000
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999
Bellandur,3 BHK,1846.0,3.0,135.0,3,7313
Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,5491
Kannamangala,4 BHK,2422.0,4.0,135.0,4,5573
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000
other,2 BHK,1000.0,2.0,50.0,2,5000
Kundalahalli,2 BHK,1260.0,2.0,58.0,2,4603
Jalahalli,1 Bedroom,600.0,1.0,37.0,1,6166
8th Phase JP Nagar,2 BHK,1298.0,2.0,59.0,2,4545
Subramanyapura,2 BHK,1000.0,2.0,45.0,2,4500
Ramagondanahalli,3 BHK,3350.0,3.0,150.0,3,4477
other,2 BHK,1100.0,2.0,68.0,2,6181
Sarjapur  Road,2 BHK,1350.0,2.0,85.0,2,6296
Sultan Palaya,4 Bedroom,5000.0,5.0,325.0,4,6500
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3,6666
Hulimavu,2 Bedroom,1500.0,2.0,90.0,2,6000
Sarjapur  Road,3 BHK,1157.0,2.0,72.0,3,6222
Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2,4325
Hulimavu,2 BHK,1315.0,2.0,60.48,2,4599
Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148
Electronic City,1 BHK,630.0,1.0,46.0,1,7301
Kaval Byrasandra,2 BHK,1025.0,2.0,60.0,2,5853
Hennur Road,2 BHK,1195.0,2.0,59.0,2,4937
Whitefield,2 BHK,1012.0,2.0,58.0,2,5731
Hegde Nagar,3 BHK,1884.0,4.0,118.0,3,6263
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,5999
Harlur,3 BHK,1710.0,3.0,85.0,3,4970
Uttarahalli,3 BHK,1500.0,3.0,68.0,3,4533
Hoodi,3 BHK,1350.0,3.0,70.0,3,5185
other,3 BHK,1385.0,3.0,90.0,3,6498
CV Raman Nagar,2 BHK,1040.0,2.0,50.0,2,4807
Haralur Road,3 BHK,1817.0,3.0,110.0,3,6053
other,2 BHK,1070.0,2.0,52.0,2,4859
Amruthahalli,2 BHK,1340.0,2.0,75.0,2,5597
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,4373
Thanisandra,2 BHK,1098.0,2.0,71.0,2,6466
Mico Layout,2 BHK,1200.0,2.0,53.5,2,4458
Sarjapur  Road,2 BHK,1019.0,2.0,62.0,2,6084
Anekal,3 Bedroom,1733.5,3.0,120.0,3,6922
other,3 BHK,1537.0,3.0,81.0,3,5270
other,2 BHK,1050.0,2.0,45.0,2,4285
Yelahanka,3 BHK,1890.0,4.0,85.0,3,4497
Electronic City,1 BHK,630.0,1.0,33.7,1,5349
other,3 BHK,1255.0,2.0,60.0,3,4780
Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3,5819
Kanakpura Road,3 BHK,1938.0,3.0,92.69,3,4782
Bannerghatta Road,3 BHK,1711.0,3.0,125.0,3,7305
CV Raman Nagar,2 BHK,1392.0,2.0,95.0,2,6824
Haralur Road,2 BHK,1225.0,2.0,77.0,2,6285
Sarjapur  Road,4 BHK,3418.0,3.0,235.0,4,6875
Green Glen Layout,3 BHK,1750.0,3.0,120.0,3,6857
Subramanyapura,3 BHK,1260.0,2.0,80.0,3,6349
Sarjapur  Road,1 BHK,691.0,1.0,31.1,1,4500
Haralur Road,2 BHK,1285.0,2.0,78.0,2,6070
Hebbal,3 BHK,1590.0,3.0,96.0,3,6037
Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,4590
Hennur,2 BHK,1255.0,2.0,58.0,2,4621
Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3,5328
OMBR Layout,3 BHK,1580.0,3.0,75.0,3,4746
Ardendale,3 BHK,1777.26,3.0,89.0,3,5007
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2,4280
Whitefield,3 BHK,1495.0,2.0,70.0,3,4682
Yelahanka,3 BHK,1835.0,3.0,108.0,3,5885
Haralur Road,2 BHK,1225.0,2.0,67.48,2,5508
Balagere,1 BHK,656.0,1.0,34.77,1,5300
Sarjapur  Road,2 BHK,994.0,2.0,45.0,2,4527
other,2 BHK,1025.0,2.0,65.0,2,6341
Marathahalli,2 BHK,1156.0,2.0,52.0,2,4498
JP Nagar,2 BHK,1250.0,2.0,60.0,2,4800
Hegde Nagar,3 BHK,1930.0,4.0,122.0,3,6321
other,2 BHK,1020.0,2.0,70.0,2,6862
Kumaraswami Layout,3 BHK,1310.0,2.0,70.0,3,5343
Jalahalli,1 BHK,612.5,1.0,27.565,1,4500
Kanakpura Road,2 BHK,1322.0,2.0,70.0,2,5295
Kothanur,2 BHK,1160.0,2.0,57.0,2,4913
5th Block Hbr Layout,2 BHK,1100.0,2.0,48.0,2,4363
Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098
Chikkalasandra,2 BHK,1090.0,2.0,47.42,2,4350
other,2 BHK,1155.0,2.0,69.0,2,5974
Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6,5750
Sarjapur  Road,4 Bedroom,3913.0,5.0,176.0,4,4497
Yelahanka,3 BHK,1847.0,3.0,92.0,3,4981
7th Phase JP Nagar,3 BHK,1515.0,2.0,76.0,3,5016
Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,225.0,8,6521
Yelahanka,5 Bedroom,2500.0,3.0,120.0,5,4800
Sarjapur  Road,2 BHK,1130.0,2.0,55.0,2,4867
Bellandur,2 BHK,1049.0,2.0,51.0,2,4861
Amruthahalli,3 BHK,2650.0,4.0,175.0,3,6603
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,6243
Jakkur,2 BHK,1282.0,2.0,72.0,2,5616
Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,5000
Magadi Road,3 BHK,1318.0,2.0,68.0,3,5159
Kanakpura Road,2 BHK,1698.0,2.0,105.0,2,6183
other,3 BHK,1555.0,2.0,67.0,3,4308
Yelahanka,3 BHK,1890.0,3.0,109.0,3,5767
Cox Town,2 BHK,1000.0,2.0,58.0,2,5800
Singasandra,3 BHK,1510.0,3.0,75.0,3,4966
Uttarahalli,2 BHK,1120.0,2.0,50.0,2,4464
Talaghattapura,2 BHK,1175.0,2.0,62.0,2,5276
Bellandur,3 BHK,1350.0,2.0,63.0,3,4666
other,4 BHK,2180.0,4.0,115.0,4,5275
Kasavanhalli,3 BHK,1715.0,3.0,112.0,3,6530
Panathur,2 BHK,1230.0,2.0,80.0,2,6504
Thanisandra,3 BHK,1411.0,3.0,93.25,3,6608
Jalahalli,3 BHK,2404.0,3.0,138.0,3,5740
Haralur Road,2 BHK,1225.0,2.0,69.84,2,5701
Hebbal,2 BHK,1162.0,2.0,69.0,2,5938
Thanisandra,3 BHK,1262.0,2.0,65.0,3,5150
other,3 BHK,1610.0,3.0,85.0,3,5279
Budigere,2 BHK,1162.0,2.0,58.0,2,4991
other,4 Bedroom,3150.0,3.0,135.0,4,4285
Hosa Road,2 BHK,1170.0,2.0,65.0,2,5555
Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3,5040
other,2 BHK,1255.0,2.0,56.7,2,4517
Sarjapur  Road,3 BHK,1525.0,2.0,65.0,3,4262
other,2 Bedroom,600.0,2.0,29.5,2,4916
Domlur,3 BHK,2100.0,3.0,145.0,3,6904
ITPL,2 BHK,907.0,2.0,55.43,2,6111
other,4 BHK,2597.0,4.0,189.0,4,7277
Bellandur,2 BHK,1211.0,2.0,63.0,2,5202
Hennur Road,3 BHK,1904.0,3.0,129.0,3,6775
Balagere,2 BHK,1205.0,2.0,73.87,2,6130
Yeshwanthpur,2 BHK,1164.0,2.0,64.08,2,5505
other,2 BHK,1410.0,2.0,73.0,2,5177
other,2 BHK,1170.0,2.0,53.11,2,4539
Hennur,2 BHK,1420.0,2.0,62.0,2,4366
Hennur Road,3 BHK,1981.0,3.0,134.0,3,6764
Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,4986
other,2 BHK,1201.0,2.0,65.0,2,5412
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,5592
Sonnenahalli,3 BHK,1268.0,2.0,75.0,3,5914
other,1 BHK,660.0,1.0,30.0,1,4545
Harlur,3 BHK,1755.0,3.0,115.0,3,6552
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1,6600
Harlur,4 BHK,2820.0,4.0,153.5,4,5443
Domlur,2 BHK,1276.0,2.0,80.0,2,6269
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355
ISRO Layout,3 BHK,1370.0,2.0,87.0,3,6350
Electronic City,3 Bedroom,1400.0,3.0,90.0,3,6428
Yeshwanthpur,3 BHK,1677.0,3.0,92.13,3,5493
Sarjapur  Road,2 BHK,1346.0,2.0,67.38,2,5005
Garudachar Palya,2 BHK,1150.0,2.0,52.0,2,4521
other,2 BHK,950.0,2.0,65.0,2,6842
Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2,4920
Nagavarapalya,2 BHK,1134.0,2.0,55.0,2,4850
Hebbal,2 BHK,1100.0,2.0,60.0,2,5454
CV Raman Nagar,1 BHK,705.0,2.0,50.0,1,7092
Talaghattapura,3 BHK,1804.0,3.0,127.0,3,7039
other,2 BHK,420.0,1.0,25.0,2,5952
Electronic City,3 BHK,1287.0,3.0,55.0,3,4273
Thigalarapalya,3 BHK,2215.0,4.0,157.0,3,7088
Whitefield,3 BHK,1431.0,3.0,85.0,3,5939
Vittasandra,3 BHK,1650.0,3.0,85.5,3,5181
other,3 BHK,1535.0,3.0,72.0,3,4690
Marathahalli,4 BHK,2524.0,5.0,180.0,4,7131
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307
7th Phase JP Nagar,3 BHK,2095.0,3.0,150.0,3,7159
other,2 BHK,1265.0,2.0,68.0,2,5375
Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,4961
Hegde Nagar,3 BHK,1835.0,2.0,92.0,3,5013
Sarjapur  Road,4 Bedroom,2880.0,3.0,211.0,4,7326
Dasanapura,2 BHK,708.0,2.0,31.15,2,4399
Hosakerehalli,2 BHK,925.0,2.0,46.25,2,5000
Bannerghatta Road,3 Bedroom,2826.0,3.0,148.0,3,5237
Kanakpura Road,1 BHK,458.0,1.0,33.66,1,7349
other,4 Bedroom,3500.0,4.0,150.0,4,4285
other,4 Bedroom,5400.0,4.0,250.0,4,4629
Amruthahalli,3 BHK,1450.0,2.0,90.0,3,6206
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2,5909
Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2,4641
TC Palaya,2 Bedroom,1200.0,2.0,70.0,2,5833
other,1 BHK,660.0,1.0,35.0,1,5303
Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3,6302
1st Phase JP Nagar,4 BHK,4550.0,2.0,240.0,4,5274
Bhoganhalli,2 BHK,1205.0,2.0,68.32,2,5669
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3,5137
Whitefield,1 BHK,524.0,1.0,29.0,1,5534
HSR Layout,5 Bedroom,4200.0,5.0,245.0,5,5833
Thubarahalli,3 BHK,1540.0,3.0,90.0,3,5844
Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,4665
Rachenahalli,2 BHK,985.0,2.0,50.17,2,5093
Whitefield,4 BHK,2830.0,4.0,161.0,4,5689
other,2 BHK,1140.0,2.0,60.0,2,5263
Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3,5058
Devanahalli,2 BHK,1360.0,2.0,62.425,2,4590
Dasarahalli,2 BHK,1333.0,2.0,86.65,2,6500
Electronic City,2 BHK,1258.0,2.0,85.5,2,6796
other,3 BHK,1458.0,2.0,87.0,3,5967
Electronic City,2 BHK,1386.0,2.0,85.0,2,6132
Electronic City,1 RK,550.0,1.0,27.0,1,4909
Lakshminarayana Pura,2 BHK,1200.0,2.0,83.0,2,6916
Whitefield,4 BHK,2135.0,3.0,149.0,4,6978
other,2 BHK,1178.0,2.0,80.0,2,6791
Gottigere,3 BHK,1493.0,2.0,90.0,3,6028
Subramanyapura,3 BHK,2495.0,3.0,130.0,3,5210
Dasanapura,2 BHK,814.0,2.0,53.0,2,6511
Electronic City,2 BHK,1025.0,2.0,50.0,2,4878
Bannerghatta Road,2 BHK,1115.0,2.0,61.0,2,5470
Whitefield,4 BHK,3075.0,2.0,188.0,4,6113
other,2 BHK,1175.0,2.0,52.86,2,4498
6th Phase JP Nagar,3 BHK,1810.0,3.0,131.0,3,7237
other,3 BHK,1426.0,2.0,71.0,3,4978
Kalyan nagar,2 BHK,1100.0,2.0,70.0,2,6363
Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,5384
Yeshwanthpur,1 BHK,674.0,1.0,36.85,1,5467
Whitefield,3 BHK,1655.0,3.0,110.0,3,6646
other,2 Bedroom,1300.0,2.0,95.0,2,7307
other,1 BHK,936.0,1.0,53.0,1,5662
other,2 BHK,1277.0,2.0,92.0,2,7204
other,2 BHK,1200.0,2.0,54.0,2,4500
Budigere,2 BHK,1153.0,2.0,60.0,2,5203
Kengeri,2 BHK,1035.0,2.0,51.5,2,4975
Old Madras Road,4 BHK,3715.0,6.0,212.5,4,5720
Brookefield,2 BHK,1225.0,2.0,72.0,2,5877
other,3 BHK,1350.0,3.0,60.0,3,4444
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307
Channasandra,2 BHK,830.0,2.0,36.28,2,4371
Hennur Road,2 BHK,1155.0,2.0,69.18,2,5989
Jalahalli,2 BHK,905.0,2.0,55.0,2,6077
Vijayanagar,3 BHK,1375.0,2.0,75.0,3,5454
Kannamangala,2 BHK,957.0,2.0,55.0,2,5747
9th Phase JP Nagar,2 BHK,890.0,2.0,45.0,2,5056
Electronic City,2 BHK,1070.0,2.0,55.0,2,5140
other,5 Bedroom,2400.0,5.0,150.0,5,6250
Hennur Road,4 Bedroom,2000.0,4.0,90.0,4,4500
Whitefield,1 BHK,840.0,1.0,57.0,1,6785
Thanisandra,3 BHK,1732.0,3.0,112.0,3,6466
Bhoganhalli,2 BHK,1260.0,2.0,69.9,2,5547
other,2 BHK,1092.0,2.0,49.0,2,4487
Chamrajpet,2 BHK,650.0,1.0,40.0,2,6153
Whitefield,3 BHK,1725.0,3.0,106.0,3,6144
Jalahalli,2 BHK,1000.0,2.0,70.0,2,7000
Bellandur,3 BHK,1717.0,3.0,110.0,3,6406
Kanakpura Road,2 BHK,700.0,2.0,34.0,2,4857
Sonnenahalli,3 BHK,1415.0,2.0,65.0,3,4593
7th Phase JP Nagar,3 BHK,1976.0,3.0,145.0,3,7338
Yelahanka,1 BHK,700.0,1.0,38.0,1,5428
Battarahalli,3 BHK,2082.0,3.0,104.0,3,4995
Thanisandra,2 BHK,933.0,2.0,66.0,2,7073
Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2,4935
Bannerghatta,2 BHK,1200.0,2.0,73.2,2,6100
Bellandur,3 BHK,1420.0,3.0,62.0,3,4366
other,5 Bedroom,2760.0,5.0,140.0,5,5072
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111
Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3,5111
Kanakpura Road,2 BHK,1167.0,2.0,63.0,2,5398
other,1 BHK,720.0,1.0,32.39,1,4498
Yelahanka New Town,2 BHK,1100.0,2.0,58.0,2,5272
Uttarahalli,3 BHK,1330.0,2.0,58.0,3,4360
Banashankari,3 BHK,1770.0,3.0,108.0,3,6101
Prithvi Layout,3 BHK,2100.0,3.0,125.0,3,5952
Kanakpura Road,3 BHK,1419.59,2.0,65.0,3,4578
Kodihalli,3 BHK,1400.0,3.0,81.0,3,5785
Horamavu Agara,2 BHK,750.0,2.0,37.49,2,4998
Kannamangala,3 BHK,1536.0,3.0,107.0,3,6966
Electronic City,2 BHK,1342.0,2.0,72.0,2,5365
Kanakapura,1 BHK,938.0,1.0,50.0,1,5330
Budigere,3 BHK,1820.0,3.0,99.0,3,5439
Bhoganhalli,4 BHK,2439.0,4.0,170.0,4,6970
Kanakpura Road,3 BHK,1665.0,3.0,78.0,3,4684
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,5500
Brookefield,4 Bedroom,3675.0,4.0,176.0,4,4789
Whitefield,2 BHK,1059.0,2.0,57.0,2,5382
Yelahanka,3 BHK,1491.0,3.0,85.0,3,5700
Basaveshwara Nagar,2 BHK,1200.0,2.0,85.0,2,7083
Yelahanka,4 Bedroom,2088.0,5.0,110.0,4,5268
Hulimavu,1 BHK,581.0,1.0,29.0,1,4991
other,2 BHK,1296.0,2.0,70.0,2,5401
other,2 BHK,1125.0,2.0,55.0,2,4888
Electronic City,3 BHK,1275.0,3.0,70.0,3,5490
Kothanur,2 BHK,1095.0,2.0,55.0,2,5022
Old Madras Road,2 BHK,1330.0,2.0,74.0,2,5563
Marathahalli,2 BHK,1135.0,2.0,60.0,2,5286
other,2 BHK,1194.0,2.0,51.0,2,4271
Electronic City,2 BHK,770.0,1.0,38.0,2,4935
Abbigere,8 Bedroom,3000.0,8.0,150.0,8,5000
Harlur,4 BHK,2569.0,4.0,175.0,4,6811
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651
Bhoganhalli,3 BHK,1707.0,3.0,115.0,3,6736
Sultan Palaya,2 BHK,1070.0,2.0,49.0,2,4579
Whitefield,4 Bedroom,6000.0,4.0,410.0,4,6833
Tumkur Road,3 BHK,1240.0,2.0,83.0,3,6693
JP Nagar,2 BHK,1300.0,2.0,91.65,2,7050
Ambalipura,2 BHK,1700.0,2.0,76.0,2,4470
Yeshwanthpur,3 BHK,1383.0,2.0,76.18,3,5508
other,5 Bedroom,3000.0,4.0,170.0,5,5666
Hulimavu,2 BHK,935.0,2.0,45.0,2,4812
Thigalarapalya,3 BHK,2072.0,4.0,151.0,3,7287
Whitefield,3 BHK,1639.0,3.0,107.0,3,6528
Marathahalli,3 BHK,1839.0,3.0,130.0,3,7069
other,2 BHK,1300.0,2.0,63.0,2,4846
Horamavu Agara,1 BHK,625.0,1.0,27.0,1,4320
Thanisandra,1 BHK,933.0,1.0,61.0,1,6538
Ramamurthy Nagar,3 Bedroom,2316.0,3.0,125.0,3,5397
Hormavu,2 Bedroom,1200.0,2.0,73.0,2,6083
Kothanur,2 BHK,1142.0,2.0,56.0,2,4903
2nd Stage Nagarbhavi,5 Bedroom,4000.0,4.0,240.0,5,6000
AECS Layout,2 BHK,1005.0,2.0,55.0,2,5472
Kothanur,2 BHK,1074.0,2.0,54.0,2,5027
Basavangudi,2 BHK,1230.0,2.0,80.0,2,6504
other,2 BHK,1007.0,2.0,48.0,2,4766
other,4 Bedroom,1050.0,6.0,74.0,4,7047
Whitefield,3 BHK,1820.0,3.0,113.0,3,6208
other,2 BHK,1100.0,2.0,60.0,2,5454
Kasavanhalli,2 BHK,1230.0,2.0,66.25,2,5386
Frazer Town,2 BHK,1200.0,2.0,78.0,2,6500
other,2 BHK,1298.0,2.0,65.0,2,5007
Hosa Road,2 BHK,1161.0,2.0,55.15,2,4750
Kothanur,2 BHK,1285.0,2.0,60.0,2,4669
Electronic City,3 BHK,1644.0,3.0,92.59,3,5631
1st Phase JP Nagar,2 BHK,1205.0,2.0,85.0,2,7053
Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,62.0,2,4881
Jigani,3 BHK,1221.0,3.0,70.0,3,5733
Kanakpura Road,2 BHK,1339.0,2.0,63.0,2,4705
Thigalarapalya,4 BHK,4303.0,5.0,300.0,4,6971
Haralur Road,2 BHK,1315.0,2.0,85.0,2,6463
Raja Rajeshwari Nagar,2 BHK,1250.0,2.0,68.0,2,5440
7th Phase JP Nagar,3 BHK,1600.0,2.0,110.0,3,6875
Electronic City,2 BHK,1250.0,2.0,62.0,2,4960
other,3 BHK,1312.0,2.0,56.5,3,4306
Kadugodi,4 BHK,3000.0,4.0,134.0,4,4466
Whitefield,3 BHK,1990.0,3.0,98.0,3,4924
other,2 BHK,760.0,2.0,38.5,2,5065
other,3 BHK,1182.0,2.0,60.1,3,5084
other,2 BHK,1053.0,2.0,46.29,2,4396
Gubbalala,3 BHK,2000.0,3.0,125.0,3,6250
Electronic City Phase II,3 BHK,1940.0,4.0,116.0,3,5979
Hennur Road,3 BHK,1590.0,3.0,105.0,3,6603
other,2 BHK,1035.0,2.0,52.79,2,5100
Kothanur,2 BHK,1075.0,2.0,53.0,2,4930
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111
Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,62.0,3,4920
Thanisandra,3 BHK,1702.0,3.0,107.0,3,6286
Bisuvanahalli,3 BHK,1080.0,2.0,65.0,3,6018
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,5307
Yelahanka,2 BHK,1330.0,2.0,93.65,2,7041
Kaggalipura,3 BHK,1210.0,2.0,65.0,3,5371
Ambedkar Nagar,3 BHK,1935.0,4.0,125.0,3,6459
other,3 BHK,1410.0,3.0,90.0,3,6382
Narayanapura,2 BHK,1469.0,2.0,99.14,2,6748
other,3 BHK,1460.0,2.0,87.0,3,5958
other,3 BHK,1260.0,2.0,85.05,3,6750
Panathur,2 BHK,980.0,2.0,57.0,2,5816
Kudlu Gate,2 BHK,1164.0,2.0,75.0,2,6443
Subramanyapura,2 BHK,929.0,1.0,51.0,2,5489
Kundalahalli,2 BHK,1065.0,2.0,70.0,2,6572
Budigere,2 BHK,1172.0,2.0,56.725,2,4840
Gunjur,3 BHK,1362.0,3.0,62.63,3,4598
Yeshwanthpur,1 BHK,672.0,1.0,36.85,1,5483
Brookefield,3 BHK,1746.0,3.0,115.0,3,6586
other,2 BHK,1250.0,2.0,65.0,2,5200
Whitefield,4 Bedroom,3565.0,4.0,218.0,4,6115
Marathahalli,2 BHK,1170.0,2.0,85.0,2,7264
Kasturi Nagar,4 BHK,2507.0,4.0,155.0,4,6182
KR Puram,2 BHK,1290.0,2.0,69.0,2,5348
Sarjapur  Road,3 BHK,1691.0,3.0,119.0,3,7037
Thanisandra,1 BHK,747.0,1.0,34.355,1,4599
Thanisandra,3 BHK,2030.0,4.0,125.0,3,6157
Balagere,2 BHK,1012.0,2.0,70.0,2,6916
Kudlu,3 BHK,1245.0,2.0,60.0,3,4819
7th Phase JP Nagar,3 BHK,1765.0,3.0,118.0,3,6685
other,2 BHK,967.0,2.0,47.8,2,4943
Brookefield,3 BHK,1518.0,3.0,80.0,3,5270
KR Puram,3 BHK,1300.0,2.0,57.0,3,4384
Singasandra,2 BHK,1179.0,2.0,56.0,2,4749
Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266
Haralur Road,3 BHK,1976.0,3.0,92.0,3,4655
5th Phase JP Nagar,2 BHK,1190.0,2.0,61.8,2,5193
Jakkur,3 BHK,1761.0,3.0,84.52,3,4799
Cooke Town,3 BHK,1700.0,3.0,120.0,3,7058
Electronic City,2 BHK,1128.0,2.0,64.8,2,5744
Ambedkar Nagar,3 BHK,1852.0,4.0,122.0,3,6587
other,4 BHK,3535.0,4.0,215.0,4,6082
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870
other,4 BHK,1800.0,3.0,82.0,4,4555
Hebbal Kempapura,3 BHK,1436.0,2.0,75.0,3,5222
Kothanur,2 BHK,1140.0,2.0,56.0,2,4912
other,3 BHK,2050.0,3.0,135.0,3,6585
Sarjapur  Road,2 BHK,1335.0,2.0,95.0,2,7116
Hebbal,3 BHK,1255.0,3.0,77.68,3,6189
Thanisandra,2 BHK,1140.0,2.0,59.0,2,5175
Thanisandra,1 BHK,663.0,1.0,46.0,1,6938
Kodichikkanahalli,3 BHK,1400.0,3.0,66.0,3,4714
Green Glen Layout,3 BHK,1740.0,3.0,80.0,3,4597
Hennur,2 BHK,1155.0,2.0,54.5,2,4718
Padmanabhanagar,2 BHK,1100.0,2.0,60.0,2,5454
Hormavu,2 BHK,1250.0,2.0,65.0,2,5200
Kothanur,2 BHK,1400.0,2.0,70.0,2,5000
other,3 BHK,1600.0,3.0,100.0,3,6250
Electronic City,2 BHK,1060.0,2.0,55.0,2,5188
Karuna Nagar,3 BHK,1945.0,3.0,115.0,3,5912
other,2 BHK,1235.0,2.0,52.76,2,4272
other,2 BHK,850.0,2.0,42.5,2,5000
Subramanyapura,3 BHK,1880.0,3.0,110.0,3,5851
Kenchenahalli,2 BHK,1060.0,2.0,52.0,2,4905
Hennur Road,3 BHK,2041.0,3.0,138.0,3,6761
LB Shastri Nagar,2 BHK,1184.0,2.0,62.0,2,5236
Thanisandra,3 BHK,1411.0,3.0,100.0,3,7087
Hosa Road,5 Bedroom,900.0,5.0,55.0,5,6111
Kanakpura Road,2 BHK,900.0,2.0,41.0,2,4555
Thanisandra,3 BHK,1702.0,3.0,120.0,3,7050
Kanakpura Road,3 BHK,1300.0,3.0,64.0,3,4923
JP Nagar,2 BHK,1107.0,2.0,57.0,2,5149
Old Madras Road,3 BHK,1720.0,3.0,106.0,3,6162
Bannerghatta Road,2 BHK,1000.0,2.0,44.5,2,4450
Electronic City,1 BHK,710.0,1.0,40.42,1,5692
